292,1-9317892962,SURAT,JAYVANTRAI HARRAI DESAI POLYTECHNIC
293,1-9317893198,ANAND,SHIVAM PHARMACEUTICAL STUDIES & RESEARCH CENTRE
294,1-9317915575,AHMEDABAD,CHIMANBHAI PATEL INTITUTE OF MANAGEMENT & RESEARCH
295,1-9317893337,GANDHINAGAR,"GOVERNMENT ENGINEERING COLLEGE, SECTOR-28"
296,1-9317894907,AHMEDABAD,ST. KABIR INSTITUTE OF PROFESSIONAL STUDIES
297,1-9317909985,AMRELI,SMT. SHANTABEN HARIBHAI GAJERA MBA MAHILA COLLEGE
298,1-9317910376,GANDHINAGAR,ATUL POLYTECHNIC
299,1-9317915716,SURAT,CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECHNOLOGY
300,1-9317916225,PORBANDAR,SHREE SWAMINARAYAN INSTITUTE OF MANAGEMENT & I.T.
301,1-9317858511,RAJKOT,VIVEKANAND INSTITUTE OF HOTEL & TOURISM MANAGEMENT
302,1-9317858643,PATAN,"GOVERNMENT ENGINEERING COLLEGE, AT.KATPUR, PATAN"
303,1-9317878401,SABARKANTHA,SHRI B. M. SHAH COLLEGE OF PHARMACY
304,1-9317878541,VADODARA,SIGMA INSTITUTE OF ENGINEERING
305,1-9317864361,VADODARA,BUTLER POLYTECHNIC
306,1-9317880440,JUNAGADH,N. R. VEKARIA INSTITUTE OF BUSINESS MANAGEMENT STUDIES
307,1-9317920740,SURAT,THE MANDVI EDUCATION SOCIETY INSTITUTE OF BUSINESS MANAGEMENT AND COMPUTER STUDIES
308,1-9317920947,ANAND,SARDAR PATEL COLLEGE OF PHARMACY
309,1-9317925758,SURAT,AAERT AND THE SSB FACULTY OF ARCHITECTURE SARVAJANIK COLLEGE OF ENGINEERING AN TECHNOLOGY SURAT
310,1-9317881559,SURENDRANAGAR,C.U.SHAH POLYTECHNIC
311,1-9317881857,RAJKOT,GOVERNMENT ENGINEERING COLLEGE
312,1-9317888630,ANAND,BIRLA VISHVAKARMA MAHAVIDYALAYA
313,1-9317902564,AHMEDABAD,SAL INSTITUTE OF TECHNOLOGY & ENGINEERING RESEARCH
314,1-9317902951,AHMEDABAD,SOM-LALIT INSTITUTE OF MANAGEMENT STUDIES(SLIMS)
315,1-9317916865,RAJKOT,GEETANJALI INSTITUTE OF MANAGMENT STUDIES-RAJKOT
316,1-9317921350,BHARUCH,"SHRI K.J.POLYTECHNIC, BHARUCH"
317,1-9317921722,ANAND,POST GRADUATE DEPARTMENT OF COMPUTER SCIENCE AND TECHNOLOGY
318,1-9317903057,JAMNAGAR,"GOVERNMENT POLYTECHNIC, JAMNAGAR"
319,1-9317903286,RAJKOT,LUKHDHIRJI ENGINEERING COLLEGE
320,1-9317921852,GANDHINAGAR,LEELABEN DASHRATHBHAI RAMDAS PATEL(LDRP)INSTITUTE OF TECHNOLOGY AND RESEARCH
321,1-9317882603,MEHSANA,SMT. S. R. PATEL ENGINEERING COLLEGE
322,1-9317883037,GANDHINAGAR,KALOL INSTITUTE OF MANAGEMENT
323,1-9317890711,ANAND,INSTITUTE OF RURAL MANAGEMENT ANAND
324,1-9317903601,SURAT,BHULABHAI VANMALIBHAI PATEL INSTITUTE OF TECHNOLOGY(DIPLOMA STUDIES)
325,1-9317904018,AHMEDABAD,SAL INSTITUTE OF PHARMACY
326,1-9317905265,SURAT,GOVERNMENT POLYTECHNIC FOR GIRLS
327,1-9317917289,GANDHINAGAR,ADANI INSTITUTE OF DIGITAL TECHNOLOGY MANAGEMENT
328,1-9317922427,VADODARA,M.S. PATEL INSTITUTE OF MANAGEMENT STUDIES (FACULTY OF MANAGEMENT STUDIES)
329,1-9317929077,ANAND,"SHIVAM INSTITUTE OF COMPUTER TECHNOLOGY, VALASAN (ANAND)"
330,1-9317929160,GANDHINAGAR,GANDHINAGAR INSTITUTE OF TECHNOLOGY
331,1-9317890814,SABARKANTHA,"GOVERNMENT POLYTECHNIC, HIMATNAGAR"
332,1-9317891315,BHARUCH,NARMADA COLLEGE OF MANAGEMENT
333,1-9317905647,KUTCH,VEERAYATAN INSTITUTE OF ENGINEERING
334,1-9317906020,GANDHINAGAR,SWAMINARAYAN COLLEGE OF ENGINEERING & TECHNOLOGY(DEGREE)
335,1-9317917487,MEHSANA,MERCHANT INSTITUTE OF DIPLOMA STUDIES
336,1-9317875120,AHMEDABAD,SHAYONA INSTITUTE OF BUSINESS MANAGEMENT
337,1-9317891554,VADODARA,"POLYTECHNIC, THE MAHARAJA SAYAJIRAO UNIVERSITY OF BARODA"
338,1-9317935266,RAJKOT,DEPARTMENT OF COMPUTER SCIENCE
339,1-9317935357,RAJKOT,"RADHE INSTITUTE OF ENGINEERING & TECHNOLOGY, UPLETA"
340,1-9317932377,AHMEDABAD,SHRI CHIMANBHAI PATEL POST GRADUATE INSTITUTE OF COMPUTER APPLICATIONS
341,1-9319467979,VADODARA,PARUL INSTITUTE OF PHARMACY
342,1-9319470533,MEHSANA,INDRASHIL UNIVERSITY SCHOOL OF ENGINEERING
343,1-9319438333,MEHSANA,VIDUSH SOMANY INSTITUTE OF TECHNOLOGY AND RESEARCH
344,1-9319030134,AHMEDABAD,L. J. INSTITUTE OF COMPUTER APPLICATIONS
345,1-9319188866,VADODARA,FACULTY OF DIPLOMA ENGINEERING
346,1-9319091153,GANDHINAGAR,ENTREPRENEURSHIP DEVELOPMENT INSTITUTE OF INDIA
347,1-9319050846,NAVSARI,S.S.AGRAWAL INSTITUTE OF MANAGEMENT & TECHNOLOGY
348,1-9319024703,RAJKOT,V. V. P. ENGINEERING COLLEGE
349,1-9319053670,ANAND,INDUKAKA IPCOWALA COLLEGE OF PHARMACY
350,1-9319115173,NAVSARI,GIDC DEGREE ENGINERING COLLEGE
351,1-9319054056,VADODARA,C K SHAH VIJAPURWALA INSTITUTE OF MANAGEMENT
352,1-9319116521,VADODARA,FACULTY OF PHARMACY
353,1-9317936726,AHMEDABAD,KHYATI SCHOOL OF ENGINEERING
354,1-9317938045,JUNAGADH,DR. SUBHASH TECHNICAL CAMPUS
355,1-9317938468,JAMNAGAR,KALYAN POLYTECHNIC
356,1-9318957707,AHMEDABAD,L.J.INSTITUTE OF MANAGEMENT STUDIES
357,1-9318888780,AHMEDABAD,L.J. POLYTECHNIC
358,1-9318287095,AMRELI,K. K. PAREKH INSTITUTE OF MANAGEMENT STUDIES
359,1-9318285917,JUNAGADH,NOBLE ARCHITECTURE COLLEGE JUNAGADH
360,1-9318274419,PORBANDAR,DR. V. R. GODHANIA COLLEGE OF ENGINEERING & TECHNOLOGY
361,1-9318273987,GANDHINAGAR,S.K.PATEL INSTITUTE OF MANAGEMENT & COMPUTER STUDIES-MBA
362,1-9318271149,NAVSARI,S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY
363,1-9318272463,JUNAGADH,NOBLE GROUP OF INSTITUTIONS
364,1-9318273201,AMRELI,GMB POLYTECHNIC - RAJULA
